WaferID,Batch,BatchIdx,Shift,F1_Tool,F1_Thickness_um,F1_TTV_um,F1_Warp_um,SCRAP_F1,F2_Tool,F2_RCA1_Temp_C,F2_RCA1_Time_s,F2_RCA2_Temp_C,F2_HFDip_Time_s,F2_Particles,F2_MetalContam_ppb,SCRAP_F2,F3_Tool,F3_OxTemp_C,F3_OxTime_min,F3_O2Flow_slm,F3_Thickness_nm,F3_ThicknessDev_nm,F3_Uniformity_pct,F3_KLA_Defects,SCRAP_F3,F4_Tool,F4_CVD_Temp_C,F4_Pressure_mTorr,F4_SiH4_sccm,F4_NH3_sccm,F4_SiN_Thickness_nm,F4_RefractiveIndex,SCRAP_F4,F5_Tool,F5_UVDose_mJ,F5_FocusOffset_nm,F5_BakeTemp_C,F5_DevTime_s,F5_CD_nm,F5_Overlay_nm,F5_KLA_Defects,SCRAP_F5,F6_Tool,F6_EtchTime_s,F6_EtchTemp_C,F6_RFPower_W,F6_CF4_sccm,F6_Pressure_mTorr,F6_Selectivity,F6_Uniformity_pct,F6_ProfileAngle_deg,F6_KLA_Defects,SCRAP_F6,F7_Tool,F7_O2Power_W,F7_StripTemp_C,F7_Time_s,F7_ResidualResist_pct,SCRAP_F7,F8_Tool,F8_Dose_ions_cm2,F8_Energy_keV,F8_Tilt_deg,F8_BeamCurrent_mA,F8_SheetRes_ohmSq,SCRAP_F8,F9_Tool,F9_PeakTemp_C,F9_RampRate_Cs,F9_SoakTime_s,F9_Activation_pct,SCRAP_F9,F10_Tool,F10_Pressure_psi,F10_Platen_rpm,F10_SlurryFlow_mlmin,F10_Time_s,F10_MRR_nmmin,F10_Dishing_nm,F10_Uniformity_pct,F10_KLA_Defects,SCRAP_F10,F11_Tool,F11_DCPower_kW,F11_Ar_sccm,F11_Pressure_mTorr,F11_CuThickness_nm,F11_Resistivity_uOhmcm,F11_StepCoverage_pct,SCRAP_F11,F12_Tool,F12_CurrentDensity_mAcm2,F12_BathTemp_C,F12_Additive_ppm,F12_PlatingTime_s,F12_VoidCount,F12_Overburden_nm,SCRAP_F12,F13_Tool,F13_TargetPower_kW,F13_N2_sccm,F13_Pressure_mTorr,F13_TaNThickness_nm,F13_StepCoverage_pct,F13_BarrierIntegrity,SCRAP_F13,Chem_HF_Reactivity,Chem_SC1_Efficiency,Chem_Cu_Potential_V,Chem_SiN_PlasmaReactivity,Chem_SelectivityIndex,TotalScraps,SCRAP_FINAL
254,BATCH_011,11,Night,DISCO_DSC1,724.1,0.87,3.2,0,SEZ_DV_LL,78.5,605.0,78.1,31.4,8,0.323,0,TEL_INDY_PLUS,1003.9,68.7,4.97,107.25,7.25,2.53,6,0,AMAT_PRODUCER,735.9,216.8,105.58,508.3,77.59,1.993,0,ASML_PAS5500,28.82,15.8,112.1,63.8,92.21,4.9,9,0,LAM_9400_TCP,42.5,58.0,809.7,79.97,101.6,10.08,3.19,88.12,5,0,IRIDIA_RF,1520.8,248.0,190.0,0.121,0,AMAT_QUANTUMX,983712250120030.0,38.46,6.58,14.9,83.7,0,TEL_RTP,1066.6,66.15,9.6,90.29,0,AMAT_MIRRA,4.29,58.9,185.6,90.3,117.41,7.32,1.93,3,0,ULVAC_ENTRON,12.46,56.7,3.66,148.14,1.842,81.25,0,SEMITOOL_EQUINOX,20.52,28.1,8.98,117.1,0,280.3,0,AMAT_ENDURA_PVD,8.29,31.3,1.78,10.41,88.32,Good,0,38.3003,95.75,0.3403,1.02,9.857,0,0
255,BATCH_011,11,Morning,DISCO_DSC1,720.0,0.8,6.9,0,SEZ_DV_LL,78.2,605.0,78.3,31.4,12,0.226,0,TEL_INDY_PLUS,1013.3,58.1,5.02,101.77,1.77,2.63,6,0,AMAT_PRODUCER,736.4,279.4,92.38,517.4,81.64,1.996,0,ASML_PAS5500,32.41,-37.6,109.8,57.8,89.72,12.8,3,0,LAM_9400_TCP,47.3,56.9,839.9,79.94,95.8,10.08,2.62,88.62,3,0,IRIDIA_RF,1569.6,261.3,202.0,0.403,0,AMAT_QUANTUMX,1027965707933912.0,39.13,6.97,15.08,80.2,0,TEL_RTP,1041.9,65.41,10.0,79.0,1,AMAT_MIRRA,4.7,59.4,203.6,70.1,139.3,8.3,1.92,6,0,ULVAC_ENTRON,12.4,50.1,3.19,148.29,1.536,81.72,0,SEMITOOL_EQUINOX,21.53,25.5,7.53,98.3,1,304.6,0,AMAT_ENDURA_PVD,8.06,31.5,2.08,9.12,89.92,Good,0,37.0238,93.96,0.3409,1.028,10.108,1,0
256,BATCH_011,11,Morning,DISCO_DSC1,726.1,0.44,6.1,0,SEZ_DV_LL,79.6,587.0,79.6,26.9,10,0.635,0,TEL_INDY_PLUS,997.5,68.7,5.04,109.45,9.45,2.37,5,1,AMAT_PRODUCER,706.9,232.4,91.56,431.0,79.67,1.996,0,ASML_PAS5500,28.88,15.9,114.0,59.9,90.07,12.1,6,0,LAM_9400_TCP,42.7,60.5,730.8,77.73,102.4,10.11,3.66,89.24,4,0,IRIDIA_RF,1438.5,243.2,176.0,0.408,0,AMAT_QUANTUMX,1013900502662656.0,38.24,6.75,14.68,77.8,0,TEL_RTP,1044.6,67.09,10.0,82.84,0,AMAT_MIRRA,4.67,61.8,222.2,92.6,140.69,7.36,,0,0,ULVAC_ENTRON,12.79,48.2,3.13,151.91,1.78,83.41,0,SEMITOOL_EQUINOX,20.15,27.2,8.6,123.8,0,268.9,0,AMAT_ENDURA_PVD,8.5,31.1,2.11,9.85,88.07,Good,0,41.3329,92.44,0.3401,0.924,10.103,1,1
257,BATCH_011,11,Morning,DISCO_DSC1,726.7,0.17,2.5,0,SEZ_DV_LL,78.5,575.0,78.1,29.0,8,0.563,0,TEL_INDY_PLUS,997.1,65.6,4.62,104.5,4.5,2.83,3,0,AMAT_PRODUCER,752.5,280.1,107.75,543.0,82.38,2.044,0,ASML_PAS5500,32.62,15.4,108.7,60.0,91.74,2.0,1,0,LAM_9400_TCP,45.7,63.3,778.2,82.69,91.3,9.88,2.47,89.15,3,0,IRIDIA_RF,1441.7,228.0,197.0,0.027,0,AMAT_QUANTUMX,994898121246550.0,39.48,7.01,15.38,81.76,0,TEL_RTP,1038.7,78.74,9.7,79.17,1,AMAT_MIRRA,4.48,60.4,193.5,83.6,129.08,6.13,2.87,3,0,ULVAC_ENTRON,13.1,46.5,3.16,143.81,1.821,82.99,0,SEMITOOL_EQUINOX,18.27,25.3,8.64,109.0,0,226.2,0,AMAT_ENDURA_PVD,8.06,32.0,1.84,9.77,89.19,Good,0,44.955,95.75,0.3388,0.929,9.708,1,1
258,BATCH_011,11,Night,DISCO_DSC1,727.3,1.23,4.4,0,SEZ_DV_LL,82.7,611.0,75.9,30.7,12,0.96,0,TEL_INDY_PLUS,1001.4,60.4,5.3,95.36,4.64,2.92,6,0,AMAT_PRODUCER,729.0,249.1,91.8,521.3,84.41,2.047,0,ASML_PAS5500,31.55,-109.2,113.1,55.5,89.12,12.7,4,0,LAM_9400_TCP,46.2,65.0,818.5,82.4,103.0,9.71,2.57,89.1,5,0,IRIDIA_RF,1366.8,282.3,168.0,0,0,AMAT_QUANTUMX,998762599434517.0,42.09,7.38,14.86,74.05,0,TEL_RTP,1029.9,80.21,11.5,75.41,1,AMAT_MIRRA,5.11,59.1,188.9,83.7,157.82,10.19,1.93,8,0,ULVAC_ENTRON,12.25,50.7,2.9,148.22,1.664,85.46,0,SEMITOOL_EQUINOX,21.39,24.4,7.42,114.5,0,318.9,0,AMAT_ENDURA_PVD,7.68,30.4,1.78,10.31,90.48,Good,0,47.2752,71.91,0.3409,1.038,9.795,1,1
259,BATCH_011,11,Night,DISCO_DSC1,726.8,0.93,0.0,0,SEZ_DV_LL,81.0,609.0,74.5,34.3,7,0.585,0,TEL_INDY_PLUS,991.3,61.8,4.6,98.67,1.33,1.92,5,0,AMAT_PRODUCER,762.6,237.3,95.59,466.2,81.41,2.001,0,ASML_PAS5500,32.07,-48.9,113.1,64.6,95.11,8.8,9,0,LAM_9400_TCP,46.5,60.1,774.1,82.21,88.1,10.05,3.35,89.98,5,0,IRIDIA_RF,1468.3,257.8,173.0,0.377,0,AMAT_QUANTUMX,964787439179829.0,39.97,7.22,14.87,81.46,0,TEL_RTP,1053.9,68.89,11.1,83.25,0,AMAT_MIRRA,4.54,63.7,183.8,88.1,145.66,4.52,1.6,7,0,ULVAC_ENTRON,12.81,52.9,3.26,156.39,1.978,82.85,0,SEMITOOL_EQUINOX,17.5,24.7,8.55,125.6,1,314.4,0,AMAT_ENDURA_PVD,7.73,33.7,2.31,9.81,88.91,Good,0,40.8352,87.5,0.3383,0.908,9.536,0,0
260,BATCH_011,11,Night,DISCO_DSC1,727.5,0.71,11.0,0,SEZ_DV_LL,76.9,608.0,75.3,32.1,16,0.314,0,TEL_INDY_PLUS,1015.2,55.2,4.65,99.87,0.13,2.2,8,0,AMAT_PRODUCER,714.5,255.9,97.15,490.7,75.65,1.996,0,ASML_PAS5500,26.03,-32.7,114.4,60.4,90.86,3.3,5,0,LAM_9400_TCP,45.0,63.4,795.8,77.14,106.2,9.84,3.36,91.0,4,0,IRIDIA_RF,1492.0,266.3,185.0,0,0,AMAT_QUANTUMX,995631691740304.0,37.87,6.64,14.04,82.27,0,TEL_RTP,1064.1,75.43,10.2,94.05,0,AMAT_MIRRA,4.59,64.6,212.1,99.7,141.66,1.47,1.46,2,0,ULVAC_ENTRON,11.99,49.9,3.21,151.33,1.848,80.37,0,SEMITOOL_EQUINOX,20.63,26.1,7.17,111.7,0,333.8,0,AMAT_ENDURA_PVD,8.09,30.0,1.66,10.98,91.12,Good,0,45.0889,90.79,0.3404,1.025,9.755,0,0
261,BATCH_011,11,Morning,DISCO_DSC1,723.5,0.74,1.4,0,SEZ_DV_LL,80.9,585.0,78.3,29.9,9,0.645,0,TEL_INDY_PLUS,1000.2,66.6,5.21,104.07,4.07,2.21,7,0,AMAT_PRODUCER,773.8,221.0,105.9,544.2,78.84,1.993,0,ASML_PAS5500,29.25,-101.0,109.8,57.9,90.58,5.1,6,0,LAM_9400_TCP,46.1,61.7,773.6,88.01,90.4,9.97,4.67,88.91,3,0,IRIDIA_RF,1687.4,269.3,185.0,0,0,AMAT_QUANTUMX,1006152483974175.0,41.23,7.14,14.11,81.34,0,TEL_RTP,1076.9,80.24,9.2,97.48,0,AMAT_MIRRA,4.54,63.4,204.3,103.0,160.89,5.53,1.58,4,0,ULVAC_ENTRON,13.22,47.6,3.51,148.57,1.666,83.34,0,SEMITOOL_EQUINOX,21.12,26.2,8.27,127.9,0,310.6,0,AMAT_ENDURA_PVD,8.85,29.4,2.05,9.7,88.23,Good,0,42.8555,87.09,0.3407,0.919,9.912,0,0
262,BATCH_011,11,Night,DISCO_DSC1,733.1,2.1,0.9,0,SEZ_DV_LL,79.2,604.0,76.3,26.6,12,0.406,0,TEL_INDY_PLUS,992.3,57.0,5.12,94.86,5.14,2.34,4,0,AMAT_PRODUCER,753.7,224.5,100.36,487.0,78.73,2.003,0,ASML_PAS5500,27.86,88.2,113.1,62.2,88.69,7.3,5,0,LAM_9400_TCP,46.5,65.2,778.1,83.09,99.7,9.78,2.49,89.11,1,0,IRIDIA_RF,1401.0,237.4,167.0,0.443,0,AMAT_QUANTUMX,992264374446621.0,39.81,7.33,15.83,80.81,0,TEL_RTP,1063.8,72.47,10.6,89.82,0,AMAT_MIRRA,4.47,61.2,195.7,82.0,151.24,0.12,2.38,3,0,ULVAC_ENTRON,12.19,49.9,2.98,144.45,1.74,91.68,0,SEMITOOL_EQUINOX,21.17,26.6,8.05,132.5,0,277.1,0,AMAT_ENDURA_PVD,7.75,30.5,1.75,9.92,91.92,Good,0,47.5543,92.56,0.3407,0.971,9.908,0,0
263,BATCH_011,11,Morning,DISCO_DSC1,724.4,0.77,0.1,0,SEZ_DV_LL,79.9,590.0,76.9,32.9,6,0.644,0,TEL_INDY_PLUS,1006.6,64.5,5.21,102.48,2.48,2.98,8,0,AMAT_PRODUCER,757.4,252.9,92.63,526.5,82.27,2.045,0,ASML_PAS5500,31.36,-71.0,112.8,55.3,90.42,6.6,0,0,LAM_9400_TCP,44.2,58.9,824.1,83.32,115.1,10.01,3.29,91.55,3,0,IRIDIA_RF,1449.1,223.4,184.0,0.259,0,AMAT_QUANTUMX,1020548066202474.0,40.4,7.41,15.71,,0,TEL_RTP,1073.3,71.27,10.1,99.54,0,AMAT_MIRRA,4.53,59.8,212.8,88.3,127.11,7.29,1.9,6,0,ULVAC_ENTRON,10.68,49.0,3.04,152.55,1.963,80.28,0,SEMITOOL_EQUINOX,20.17,25.9,7.94,112.2,3,279.8,0,AMAT_ENDURA_PVD,8.39,34.0,1.96,9.77,88.54,Good,0,39.3707,93.39,0.3401,1.105,9.968,0,0
264,BATCH_011,11,Night,DISCO_DSC1,724.0,0.88,1.0,0,SEZ_DV_LL,77.7,604.0,77.5,32.1,13,0.809,0,TEL_INDY_PLUS,1001.1,60.4,4.94,100.78,0.78,2.4,6,0,AMAT_PRODUCER,746.3,256.0,95.67,512.6,77.3,1.984,0,ASML_PAS5500,28.46,-20.4,111.8,58.3,90.81,5.2,7,0,LAM_9400_TCP,42.0,62.4,794.2,74.82,115.2,9.89,3.33,89.63,3,0,IRIDIA_RF,1573.0,262.8,177.0,0,0,AMAT_QUANTUMX,1026883144732521.0,39.18,6.03,14.03,81.26,0,TEL_RTP,1048.0,69.69,11.5,87.61,0,AMAT_MIRRA,4.59,62.3,201.2,99.9,143.33,0.88,2.66,4,0,ULVAC_ENTRON,13.11,45.9,2.83,141.97,1.755,79.39,0,SEMITOOL_EQUINOX,19.13,25.4,8.16,127.9,1,325.4,0,AMAT_ENDURA_PVD,7.99,33.4,1.94,8.61,87.56,Good,0,43.7641,93.41,0.3394,1.066,9.81,0,0
265,BATCH_011,11,Night,DISCO_DSC1,727.1,0.72,4.1,0,SEZ_DV_LL,76.1,611.0,77.0,23.5,13,0.713,0,TEL_INDY_PLUS,1010.9,64.8,4.94,106.39,6.39,3.01,7,0,AMAT_PRODUCER,745.8,250.8,105.86,534.2,83.11,2.011,0,ASML_PAS5500,28.68,1.2,109.3,60.4,85.48,0.5,4,0,LAM_9400_TCP,50.8,59.5,821.4,70.1,87.1,9.98,2.29,88.73,2,0,IRIDIA_RF,1654.4,243.8,208.0,0.055,0,AMAT_QUANTUMX,1031761190616650.0,39.3,6.43,14.01,73.51,0,TEL_RTP,1068.1,84.36,10.2,95.29,0,AMAT_MIRRA,4.75,57.4,177.8,92.5,128.23,2.65,1.98,5,0,ULVAC_ENTRON,11.77,48.0,3.56,148.63,1.952,88.88,0,SEMITOOL_EQUINOX,19.59,24.4,8.43,117.9,0,321.2,0,AMAT_ENDURA_PVD,7.58,29.4,1.78,10.89,89.12,Good,0,40.0976,89.89,0.3397,0.958,10.431,0,0
266,BATCH_011,11,Morning,DISCO_DSC1,726.0,0.39,3.2,0,SEZ_DV_LL,78.6,674.0,76.7,29.5,14,0.444,0,TEL_INDY_PLUS,998.0,59.3,5.02,95.64,4.36,2.63,3,0,AMAT_PRODUCER,726.0,255.0,106.18,508.7,75.27,2.0,0,ASML_PAS5500,29.21,-30.4,108.6,56.1,91.06,2.6,4,0,LAM_9400_TCP,39.9,65.7,809.3,79.0,103.7,9.7,2.32,89.11,3,0,IRIDIA_RF,1497.7,247.3,159.0,0.641,1,AMAT_QUANTUMX,1049178591554855.0,39.09,6.88,15.23,78.39,0,TEL_RTP,1044.4,77.33,10.5,81.85,0,AMAT_MIRRA,4.67,60.1,178.8,88.2,126.69,5.88,1.89,7,0,ULVAC_ENTRON,11.76,45.2,2.56,159.57,1.743,86.63,0,SEMITOOL_EQUINOX,18.34,24.7,8.1,112.9,2,334.1,0,AMAT_ENDURA_PVD,7.75,32.6,1.87,10.39,90.34,Good,0,48.2579,92.64,0.3389,1.03,9.597,1,1
267,BATCH_011,11,Afternoon,DISCO_DSC1,725.9,1.3,5.1,0,SEZ_DV_LL,79.9,546.0,76.5,26.6,11,0.765,0,TEL_INDY_PLUS,993.4,63.9,4.89,101.17,1.17,3.01,6,0,AMAT_PRODUCER,732.4,251.7,104.19,505.0,84.72,2.031,0,ASML_PAS5500,31.17,-41.0,110.6,60.0,89.49,12.5,0,0,LAM_9400_TCP,45.2,58.6,744.9,79.86,107.8,10.18,2.68,89.2,1,0,IRIDIA_RF,1512.7,233.9,182.0,0.283,0,AMAT_QUANTUMX,996687714432659.0,41.48,7.31,14.74,81.85,0,TEL_RTP,1042.6,73.85,10.3,79.75,1,AMAT_MIRRA,4.37,60.4,205.5,87.2,142.08,4.75,2.69,2,0,ULVAC_ENTRON,11.99,48.3,2.65,153.69,1.761,84.84,0,SEMITOOL_EQUINOX,22.29,24.1,9.04,126.7,1,299.0,0,AMAT_ENDURA_PVD,7.46,33.6,1.57,9.76,88.27,Good,0,39.0113,90.89,0.3414,0.967,10.232,1,0
268,BATCH_011,11,Afternoon,DISCO_DSC1,726.5,2.04,0.6,0,SEZ_DV_LL,78.8,605.0,79.1,23.2,17,0.331,0,TEL_INDY_PLUS,994.1,63.2,5.31,100.76,0.76,3.19,9,0,AMAT_PRODUCER,733.5,327.5,93.84,469.3,75.02,2.028,0,ASML_PAS5500,26.24,109.2,109.7,56.8,87.85,14.0,5,0,LAM_9400_TCP,40.0,60.3,791.6,74.53,88.2,10.0,4.25,89.2,5,0,IRIDIA_RF,1414.3,242.9,185.0,0,0,AMAT_QUANTUMX,954267277521024.0,38.65,7.28,14.2,87.29,0,TEL_RTP,1077.5,78.37,10.4,98.64,0,AMAT_MIRRA,4.22,65.4,198.0,98.0,140.82,1.81,2.52,5,0,ULVAC_ENTRON,11.58,48.3,3.23,152.96,1.771,83.87,0,SEMITOOL_EQUINOX,21.56,25.5,8.81,127.4,0,284.6,0,AMAT_ENDURA_PVD,8.44,28.2,1.96,10.84,90.76,Good,0,41.0835,90.86,0.341,0.929,10.215,0,0
269,BATCH_011,11,Night,DISCO_DSC1,726.9,1.45,3.5,0,SEZ_DV_LL,78.0,587.0,76.2,30.5,10,0.66,0,TEL_INDY_PLUS,1020.1,59.3,5.25,103.1,3.1,2.12,9,0,AMAT_PRODUCER,742.7,240.2,108.92,463.5,80.53,2.005,0,ASML_PAS5500,31.24,-68.2,110.5,68.7,89.99,11.9,5,0,LAM_9400_TCP,44.8,58.9,800.6,80.56,107.5,10.05,3.59,90.5,6,0,IRIDIA_RF,1463.9,247.2,218.0,0.453,0,AMAT_QUANTUMX,958174696906584.0,40.49,6.69,14.83,84.37,0,TEL_RTP,1023.3,68.53,10.3,71.81,1,AMAT_MIRRA,4.54,60.8,188.3,76.6,132.8,11.32,2.02,4,0,ULVAC_ENTRON,12.54,50.8,3.28,149.2,1.685,80.76,0,SEMITOOL_EQUINOX,20.46,24.2,7.45,120.2,0,337.5,0,AMAT_ENDURA_PVD,7.92,27.6,2.0,9.47,90.9,Good,0,39.3707,95.0,0.3403,1.038,10.051,1,0
270,BATCH_011,11,Morning,DISCO_DSC1,723.1,1.3,2.5,0,SEZ_DV_LL,80.4,589.0,77.1,27.6,16,0.293,0,TEL_INDY_PLUS,1006.7,77.5,5.23,115.57,15.57,2.65,7,1,AMAT_PRODUCER,757.4,275.6,105.9,560.7,81.49,1.988,0,ASML_PAS5500,29.91,15.8,109.8,59.4,90.82,2.5,4,0,LAM_9400_TCP,45.6,62.8,804.3,82.64,89.4,9.85,3.66,88.45,1,0,IRIDIA_RF,1497.3,285.2,154.0,0.236,0,AMAT_QUANTUMX,982765914528057.0,40.85,7.04,15.92,80.92,0,TEL_RTP,1060.7,72.24,12.0,86.42,0,AMAT_MIRRA,4.79,66.1,193.1,79.5,160.75,8.77,2.02,10,0,ULVAC_ENTRON,11.08,43.9,2.53,154.65,1.814,85.26,0,SEMITOOL_EQUINOX,19.09,23.4,8.9,123.6,0,278.0,0,AMAT_ENDURA_PVD,8.21,29.6,2.03,10.05,89.46,Good,0,44.2903,86.24,0.3394,0.951,9.769,1,0
271,BATCH_011,11,Afternoon,DISCO_DSC1,724.2,0.45,0.9,0,SEZ_DV_LL,78.5,615.0,76.2,33.4,13,0.459,0,TEL_INDY_PLUS,997.8,61.3,4.77,101.86,1.86,1.44,5,0,AMAT_PRODUCER,763.1,228.7,98.25,502.0,80.91,1.983,0,ASML_PAS5500,29.63,121.7,108.6,58.1,86.54,19.1,4,1,LAM_9400_TCP,46.6,60.6,804.6,79.8,75.2,9.96,2.3,89.86,2,0,IRIDIA_RF,1364.1,248.3,176.0,0.552,1,AMAT_QUANTUMX,976053627471276.0,39.73,7.13,14.98,84.98,0,TEL_RTP,1051.3,63.23,11.4,87.81,0,AMAT_MIRRA,4.28,64.0,193.0,86.0,142.97,0.97,1.53,2,0,ULVAC_ENTRON,10.95,54.6,3.12,147.56,1.842,87.83,0,SEMITOOL_EQUINOX,20.46,24.9,7.35,119.1,0,303.6,0,AMAT_ENDURA_PVD,8.17,28.3,2.13,9.14,90.37,Good,0,41.4581,93.25,0.3403,0.872,10.305,2,1
272,BATCH_011,11,Morning,DISCO_DSC1,727.8,0.08,3.7,0,SEZ_DV_LL,79.1,609.0,77.9,24.2,6,0.404,0,TEL_INDY_PLUS,1002.9,60.1,4.92,98.47,1.53,2.8,7,0,AMAT_PRODUCER,749.0,301.4,104.5,484.3,79.45,2.031,0,ASML_PAS5500,28.97,-130.6,106.9,55.9,86.71,22.7,6,1,LAM_9400_TCP,45.1,54.4,849.5,77.98,93.6,10.18,1.12,87.87,2,0,IRIDIA_RF,1535.0,240.1,174.0,0.128,0,AMAT_QUANTUMX,1029015182882794.0,41.64,7.29,15.49,76.54,0,TEL_RTP,1053.9,75.33,9.4,88.12,0,AMAT_MIRRA,4.45,61.3,214.9,102.9,129.94,7.04,1.92,5,0,ULVAC_ENTRON,12.05,47.1,3.15,147.04,1.824,90.94,0,SEMITOOL_EQUINOX,21.65,25.3,8.05,118.0,1,287.6,0,AMAT_ENDURA_PVD,7.61,30.2,2.03,10.46,86.95,Good,0,34.2498,95.79,0.341,1.027,10.515,1,1
273,BATCH_011,11,Morning,DISCO_DSC1,725.1,0.45,2.6,0,SEZ_DV_LL,78.6,561.0,77.9,32.9,6,0.779,0,TEL_INDY_PLUS,1000.0,50.9,5.32,93.33,6.67,2.82,7,0,AMAT_PRODUCER,747.6,278.6,106.04,502.4,82.64,2.02,0,ASML_PAS5500,33.25,44.3,110.6,57.5,93.21,10.4,3,0,LAM_9400_TCP,46.3,58.1,805.4,81.97,98.9,10.08,1.73,87.49,6,0,IRIDIA_RF,1521.7,269.0,176.0,0,0,AMAT_QUANTUMX,1030670427625788.0,40.7,6.88,14.47,76.94,0,TEL_RTP,1047.1,79.59,9.7,84.68,0,AMAT_MIRRA,4.72,59.2,206.1,85.6,145.95,9.72,2.15,5,0,ULVAC_ENTRON,11.24,48.3,2.74,147.03,1.813,84.54,0,SEMITOOL_EQUINOX,19.42,24.9,7.77,121.9,0,260.4,0,AMAT_ENDURA_PVD,7.76,31.8,2.31,10.67,88.92,Good,0,38.418,96.64,0.3396,1.001,9.756,0,0
274,BATCH_011,11,Afternoon,DISCO_DSC1,720.4,0.17,2.1,0,SEZ_DV_LL,77.9,618.0,76.2,31.3,18,0.722,0,TEL_INDY_PLUS,990.2,58.9,5.47,97.53,2.47,2.68,7,0,AMAT_PRODUCER,761.3,233.1,102.07,498.9,75.87,1.969,0,ASML_PAS5500,26.57,-27.0,110.6,64.0,86.54,12.3,6,0,LAM_9400_TCP,42.3,65.5,814.9,84.88,98.0,9.7,2.49,91.73,7,0,IRIDIA_RF,1546.8,271.2,194.0,0.239,0,AMAT_QUANTUMX,1035755241628484.0,39.85,7.05,14.27,75.26,0,TEL_RTP,1042.8,65.18,10.2,81.76,0,AMAT_MIRRA,4.69,59.7,184.1,97.7,154.13,5.88,1.89,6,0,ULVAC_ENTRON,11.97,52.8,3.36,150.45,1.82,91.43,0,SEMITOOL_EQUINOX,18.27,23.1,8.26,118.6,0,301.5,0,AMAT_ENDURA_PVD,8.43,29.5,1.93,10.12,90.51,Good,0,47.9755,90.99,0.3388,1.008,10.036,0,0
275,BATCH_011,11,Morning,DISCO_DSC1,732.1,0.68,2.2,0,SEZ_DV_LL,79.3,539.0,77.3,34.9,4,0.613,0,TEL_INDY_PLUS,994.0,64.7,4.69,103.22,3.22,2.9,6,0,AMAT_PRODUCER,754.9,266.7,97.78,501.1,76.8,2.003,0,ASML_PAS5500,28.25,-33.5,108.0,59.7,89.59,8.9,4,0,LAM_9400_TCP,44.7,58.8,753.3,78.9,96.6,10.15,1.74,89.87,5,0,IRIDIA_RF,1467.1,244.8,182.0,0,0,AMAT_QUANTUMX,996110205185683.0,39.69,6.92,12.75,84.78,0,TEL_RTP,1050.4,72.51,10.7,83.11,0,AMAT_MIRRA,4.15,57.5,197.0,90.7,115.98,0.95,2.53,5,0,ULVAC_ENTRON,11.2,48.9,3.28,140.97,1.952,86.68,0,SEMITOOL_EQUINOX,19.47,26.6,8.89,126.1,0,260.2,0,AMAT_ENDURA_PVD,7.72,30.2,1.67,9.92,88.09,Good,0,39.2506,96.31,0.3397,0.925,10.192,0,1
276,BATCH_012,12,Afternoon,DISCO_DSC1,726.2,0.47,0.8,0,SEZ_DV_LL,78.4,607.0,77.6,25.7,6,0.543,0,AVIZA_ATMOS,1011.6,55.2,4.81,96.57,3.43,3.25,6,0,AMAT_PRODUCER,749.3,260.0,104.24,483.8,79.25,2.015,0,ASML_XT1900i,30.32,8.5,111.1,57.0,89.8,4.2,4,0,TEL_TELIUS,43.6,58.1,779.8,80.21,102.6,10.14,2.35,89.64,6,0,MATTSON_ASPEN2,1487.1,250.4,192.0,0,0,AMAT_QUANTUMX,955865714378787.0,40.55,6.87,13.61,84.6,0,MATTSON_HELIOS,1040.8,75.15,10.2,81.31,0,EBARA_FREX,4.64,63.0,166.6,87.3,146.93,7.66,1.31,5,0,AMAT_ENDURA,11.65,50.5,3.3,144.15,1.92,80.89,0,SEMITOOL_EQUINOX,20.39,23.8,8.27,125.2,0,307.8,0,ASM_XP_PLUS,8.52,26.7,2.1,9.74,92.47,Good,0,38.418,96.84,0.3402,0.987,10.16,0,0
277,BATCH_012,12,Afternoon,DISCO_DSC1,723.1,0.2,0.7,0,SEZ_DV_LL,78.7,563.0,80.9,28.9,5,0.682,0,AVIZA_ATMOS,998.8,61.4,5.18,102.11,2.11,2.83,6,0,AMAT_PRODUCER,753.6,254.0,104.09,528.7,80.19,1.963,0,ASML_XT1900i,28.09,3.9,104.5,61.6,88.8,0.2,6,0,TEL_TELIUS,42.8,64.2,750.8,71.74,94.0,9.89,3.94,88.07,3,0,MATTSON_ASPEN2,1388.1,262.7,183.0,0,0,AMAT_QUANTUMX,967965513492481.0,38.19,7.24,16.27,82.68,0,MATTSON_HELIOS,1068.1,76.48,10.4,89.94,0,EBARA_FREX,4.42,58.3,187.3,87.4,124.45,6.72,2.13,5,0,AMAT_ENDURA,12.05,51.3,2.94,142.3,1.895,79.77,0,SEMITOOL_EQUINOX,17.81,25.2,9.68,126.8,0,275.1,0,ASM_XP_PLUS,8.94,27.4,2.03,9.39,89.52,Good,0,46.1717,97.01,0.3385,0.91,10.009,0,0
